      Time   Sample #  Type  Sub Chan  Num	Aux
   10:19.289   222944     N    0    0    0
   10:20.058   223221     N    0    0    0
   10:20.833   223500     N    0    0    0
   10:21.603   223777     N    0    0    0
   10:22.333   224040     N    0    0    0
   10:23.119   224323     N    0    0    0
   10:23.928   224614     N    0    0    0
   10:24.750   224910     N    0    0    0
   10:25.525   225189     N    0    0    0
   10:26.294   225466     N    0    0    0
   10:27.050   225738     N    0    0    0
   10:27.828   226018     N    0    0    0
   10:28.583   226290     N    0    0    0
   10:29.353   226567     N    0    0    0
   10:30.153   226855     N    0    0    0
   10:30.939   227138     N    0    0    0
   10:31.714   227417     N    0    0    0
   10:32.478   227692     N    0    0    0
   10:33.233   227964     N    0    0    0
   10:33.969   228229     N    0    0    0
   10:34.744   228508     N    0    0    0
   10:35.550   228798     N    0    0    0
   10:36.344   229084     N    0    0    0
   10:37.128   229366     N    0    0    0
   10:37.925   229653     N    0    0    0
   10:38.683   229926     N    0    0    0
   10:39.464   230207     N    0    0    0
   10:40.219   230479     N    0    0    0
   10:40.983   230754     N    0    0    0
   10:41.808   231051     N    0    0    0
   10:42.644   231352     N    0    0    0
   10:43.425   231633     N    0    0    0
   10:44.183   231906     N    0    0    0
   10:44.953   232183     N    0    0    0
   10:45.703   232453     N    0    0    0
   10:46.458   232725     N    0    0    0
   10:47.250   233010     N    0    0    0
   10:48.044   233296     N    0    0    0
   10:48.839   233582     N    0    0    0
   10:49.633   233868     N    0    0    0
   10:50.403   234145     N    0    0    0
   10:51.133   234408     N    0    0    0
   10:51.883   234678     N    0    0    0
   10:52.644   234952     N    0    0    0
   10:53.453   235243     N    0    0    0
   10:54.278   235540     N    0    0    0
   10:55.058   235821     N    0    0    0
   10:55.839   236102     N    0    0    0
   10:56.625   236385     N    0    0    0
   10:57.383   236658     N    0    0    0
   10:58.103   236917     N    0    0    0
   10:58.875   237195     N    0    0    0
   10:59.689   237488     N    0    0    0
   11:00.489   237776     N    0    0    0
   11:01.289   238064     N    0    0    0
   11:02.050   238338     N    0    0    0
   11:02.789   238604     N    0    0    0
   11:03.550   238878     N    0    0    0
   11:04.308   239151     N    0    0    0
   11:05.075   239427     N    0    0    0
   11:05.864   239711     N    0    0    0
   11:06.639   239990     N    0    0    0
   11:07.389   240260     N    0    0    0
   11:08.150   240534     N    0    0    0
   11:08.900   240804     N    0    0    0
   11:09.603   241057     N    0    0    0
   11:10.308   241311     N    0    0    0
   11:11.064   241583     N    0    0    0
   11:11.803   241849     N    0    0    0
   11:12.525   242109     N    0    0    0
   11:13.239   242366     N    0    0    0
   11:13.958   242625     N    0    0    0
   11:14.650   242874     N    0    0    0
   11:15.350   243126     N    0    0    0
   11:16.058   243381     N    0    0    0
   11:16.769   243637     N    0    0    0
   11:17.503   243901     N    0    0    0
   11:18.289   244184     N    0    0    0
   11:19.044   244456     N    0    0    0
   11:19.783   244722     N    0    0    0
   11:20.494   244978     N    0    0    0
   11:21.225   245241     N    0    0    0
   11:21.969   245509     N    0    0    0
   11:22.733   245784     N    0    0    0
   11:23.500   246060     N    0    0    0
   11:24.294   246346     N    0    0    0
   11:25.114   246641     N    0    0    0
   11:25.914   246929     N    0    0    0
   11:26.653   247195     N    0    0    0
   11:27.383   247458     N    0    0    0
   11:28.153   247735     N    0    0    0
   11:28.919   248011     N    0    0    0
   11:29.703   248293     N    0    0    0
   11:30.500   248580     N    0    0    0
   11:31.308   248871     N    0    0    0
   11:32.089   249152     N    0    0    0
   11:32.853   249427     N    0    0    0
   11:33.608   249699     N    0    0    0
   11:34.394   249982     N    0    0    0
   11:35.183   250266     N    0    0    0
   11:35.978   250552     N    0    0    0
   11:36.808   250851     N    0    0    0
   11:37.650   251154     N    0    0    0
   11:38.428   251434     N    0    0    0
   11:39.178   251704     N    0    0    0
   11:39.964   251987     N    0    0    0
   11:40.775   252279     N    0    0    0
   11:41.603   252577     N    0    0    0
   11:42.389   252860     N    0    0    0
   11:43.203   253153     N    0    0    0
   11:44.028   253450     N    0    0    0
   11:44.819   253735     N    0    0    0
   11:45.564   254003     N    0    0    0
   11:46.319   254275     N    0    0    0
   11:47.164   254579     N    0    0    0
   11:48.014   254885     N    0    0    0
   11:48.789   255164     N    0    0    0
   11:49.575   255447     N    0    0    0
   11:50.369   255733     N    0    0    0
   11:51.169   256021     N    0    0    0
   11:51.914   256289     N    0    0    0
   11:52.678   256564     N    0    0    0
   11:53.483   256854     N    0    0    0
   11:54.308   257151     N    0    0    0
   11:55.089   257432     N    0    0    0
   11:55.844   257704     N    0    0    0
   11:56.553   257959     N    0    0    0
   11:57.275   258219     N    0    0    0
   11:57.978   258472     N    0    0    0
   11:58.700   258732     N    0    0    0
   11:59.444   259000     N    0    0    0
   12:00.203   259273     N    0    0    0
   12:00.928   259534     N    0    0    0
   12:01.678   259804     N    0    0    0
   12:02.414   260069     N    0    0    0
   12:03.133   260328     N    0    0    0
   12:03.828   260578     N    0    0    0
   12:04.575   260847     N    0    0    0
   12:05.353   261127     N    0    0    0
   12:06.144   261412     N    0    0    0
   12:06.900   261684     N    0    0    0
   12:07.669   261961     N    0    0    0
   12:08.428   262234     N    0    0    0
   12:09.194   262510     N    0    0    0
   12:09.950   262782     N    0    0    0
   12:10.708   263055     N    0    0    0
   12:11.508   263343     N    0    0    0
   12:12.319   263635     N    0    0    0
   12:13.125   263925     N    0    0    0
   12:13.919   264211     N    0    0    0
   12:14.700   264492     N    0    0    0
   12:15.458   264765     N    0    0    0
   12:16.264   265055     N    0    0    0
   12:17.075   265347     N    0    0    0
   12:17.903   265645     N    0    0    0
   12:18.725   265941     N    0    0    0
   12:19.533   266232     N    0    0    0
   12:20.339   266522     N    0    0    0
   12:21.133   266808     N    0    0    0
   12:21.925   267093     N    0    0    0
   12:22.694   267370     N    0    0    0
   12:23.533   267672     N    0    0    0
   12:24.364   267971     N    0    0    0
   12:25.150   268254     N    0    0    0
   12:25.939   268538     N    0    0    0
   12:26.714   268817     N    0    0    0
   12:27.489   269096     N    0    0    0
   12:28.275   269379     N    0    0    0
   12:29.064   269663     N    0    0    0
   12:29.864   269951     N    0    0    0
   12:30.694   270250     N    0    0    0
   12:31.508   270543     N    0    0    0
   12:32.264   270815     N    0    0    0
   12:33.025   271089     N    0    0    0
   12:33.789   271364     N    0    0    0
   12:34.578   271648     N    0    0    0
   12:35.408   271947     N    0    0    0
   12:36.214   272237     N    0    0    0
   12:37.019   272527     N    0    0    0
   12:37.858   272829     N    0    0    0
   12:38.658   273117     N    0    0    0
   12:39.408   273387     N    0    0    0
   12:40.189   273668     N    0    0    0
   12:41.003   273961     N    0    0    0
   12:41.828   274258     N    0    0    0
   12:42.650   274554     N    0    0    0
   12:43.458   274845     N    0    0    0
   12:44.233   275124     N    0    0    0
   12:44.989   275396     N    0    0    0
   12:45.733   275664     N    0    0    0
   12:46.503   275941     N    0    0    0
   12:47.303   276229     N    0    0    0
   12:48.078   276508     N    0    0    0
   12:48.883   276798     N    0    0    0
   12:49.708   277095     N    0    0    0
   12:50.503   277381     N    0    0    0
   12:51.228   277642     N    0    0    0
   12:51.989   277916     N    0    0    0
   12:52.794   278206     N    0    0    0
   12:53.644   278512     N    0    0    0
   12:54.464   278807     N    0    0    0
   12:55.253   279091     N    0    0    0
   12:56.044   279376     N    0    0    0
   12:56.583   279570     N    0    0    0
   12:57.528   279910     N    0    0    0
   12:58.339   280202     N    0    0    0
   12:59.178   280504     N    0    0    0
   13:00.025   280809     N    0    0    0
   13:00.844   281104     N    0    0    0
   13:01.650   281394     N    0    0    0
   13:02.428   281674     N    0    0    0
   13:03.189   281948     N    0    0    0
   13:03.964   282227     N    0    0    0
   13:04.739   282506     N    0    0    0
   13:05.539   282794     N    0    0    0
   13:06.358   283089     N    0    0    0
   13:07.175   283383     N    0    0    0
   13:07.958   283665     N    0    0    0
   13:08.714   283937     N    0    0    0
   13:09.475   284211     N    0    0    0
   13:10.233   284484     N    0    0    0
   13:11.019   284767     N    0    0    0
   13:11.850   285066     N    0    0    0
   13:12.653   285355     N    0    0    0
   13:13.464   285647     N    0    0    0
   13:14.250   285930     N    0    0    0
   13:15.008   286203     N    0    0    0
   13:15.775   286479     N    0    0    0
   13:16.550   286758     N    0    0    0
   13:17.350   287046     N    0    0    0
   13:18.189   287348     N    0    0    0
   13:19.028   287650     N    0    0    0
   13:19.825   287937     N    0    0    0
   13:20.608   288219     N    0    0    0
   13:21.389   288500     N    0    0    0
   13:22.183   288786     N    0    0    0
   13:22.975   289071     N    0    0    0
   13:23.794   289366     N    0    0    0
   13:24.614   289661     N    0    0    0
   13:25.453   289963     N    0    0    0
   13:26.253   290251     N    0    0    0
   13:27.028   290530     N    0    0    0
   13:27.800   290808     N    0    0    0
   13:28.625   291105     N    0    0    0
   13:29.450   291402     N    0    0    0
   13:30.250   291690     N    0    0    0
   13:31.064   291983     N    0    0    0
   13:31.875   292275     N    0    0    0
   13:32.664   292559     N    0    0    0
   13:33.439   292838     N    0    0    0
   13:34.214   293117     N    0    0    0
   13:35.014   293405     N    0    0    0
   13:35.850   293706     N    0    0    0
   13:36.678   294004     N    0    0    0
   13:37.475   294291     N    0    0    0
   13:38.264   294575     N    0    0    0
   13:39.028   294850     N    0    0    0
   13:39.825   295137     N    0    0    0
   13:40.600   295416     N    0    0    0
   13:41.419   295711     N    0    0    0
   13:42.239   296006     N    0    0    0
   13:43.089   296312     N    0    0    0
   13:43.903   296605     N    0    0    0
   13:44.675   296883     N    0    0    0
   13:45.453   297163     N    0    0    0
   13:46.233   297444     N    0    0    0
   13:47.028   297730     N    0    0    0
   13:47.850   298026     N    0    0    0
   13:48.689   298328     N    0    0    0
   13:49.503   298621     N    0    0    0
   13:50.314   298913     N    0    0    0
   13:51.108   299199     N    0    0    0
   13:51.878   299476     N    0    0    0
   13:52.639   299750     N    0    0    0
   13:53.458   300045     N    0    0    0
   13:54.314   300353     N    0    0    0
   13:55.153   300655     N    0    0    0
   13:55.925   300933     N    0    0    0
   13:56.678   301204     N    0    0    0
   13:57.464   301487     N    0    0    0
   13:58.264   301775     N    0    0    0
   13:59.050   302058     N    0    0    0
   13:59.833   302340     N    0    0    0
   14:00.658   302637     N    0    0    0
   14:01.503   302941     N    0    0    0
   14:02.303   303229     N    0    0    0
   14:03.033   303492     N    0    0    0
   14:03.789   303764     N    0    0    0
   14:04.594   304054     N    0    0    0
   14:05.419   304351     N    0    0    0
   14:06.189   304628     N    0    0    0
   14:06.989   304916     N    0    0    0
   14:07.789   305204     N    0    0    0
   14:08.583   305490     N    0    0    0
   14:09.164   305699     N    0    0    0
   14:10.078   306028     N    0    0    0
   14:10.919   306331     N    0    0    0
   14:11.758   306633     N    0    0    0
   14:12.603   306937     N    0    0    0
   14:13.408   307227     N    0    0    0
   14:14.183   307506     N    0    0    0
   14:14.828   307738     N    0    0    0
   14:15.708   308055     N    0    0    0
   14:16.508   308343     N    0    0    0
   14:17.275   308619     N    0    0    0
   14:18.069   308905     N    0    0    0
   14:18.919   309211     N    0    0    0
   14:19.750   309510     N    0    0    0
   14:20.478   309772     N    0    0    0
   14:21.239   310046     N    0    0    0
   14:22.014   310325     N    0    0    0
   14:22.833   310620     N    0    0    0
   14:23.633   310908     N    0    0    0
   14:24.425   311193     N    0    0    0
   14:25.228   311482     N    0    0    0
   14:26.044   311776     N    0    0    0
   14:26.819   312055     N    0    0    0
   14:27.558   312321     N    0    0    0
   14:28.328   312598     N    0    0    0
   14:28.944   312820     N    0    0    0
   14:29.964   313187     N    0    0    0
   14:30.839   313502     N    0    0    0
   14:31.675   313803     N    0    0    0
   14:32.444   314080     N    0    0    0
   14:33.228   314362     N    0    0    0
   14:34.050   314658     N    0    0    0
   14:34.850   314946     N    0    0    0
   14:35.664   315239     N    0    0    0
   14:36.483   315534     N    0    0    0
   14:37.325   315837     N    0    0    0
   14:38.133   316128     N    0    0    0
   14:38.914   316409     N    0    0    0
   14:39.683   316686     N    0    0    0
   14:40.483   316974     N    0    0    0
   14:41.275   317259     N    0    0    0
   14:42.094   317554     N    0    0    0
   14:42.719   317779     N    0    0    0
   14:43.719   318139     N    0    0    0
   14:44.528   318430     N    0    0    0
   14:45.339   318722     N    0    0    0
   14:46.125   319005     N    0    0    0
   14:46.714   319217     N    0    0    0
   14:47.725   319581     N    0    0    0
   14:48.603   319897     N    0    0    0
   14:49.439   320198     N    0    0    0
   14:50.244   320488     N    0    0    0
   14:51.053   320779     N    0    0    0
   14:51.850   321066     N    0    0    0
   14:52.678   321364     N    0    0    0
   14:53.494   321658     N    0    0    0
   14:54.339   321962     N    0    0    0
   14:55.189   322268     N    0    0    0
   14:56.019   322567     N    0    0    0
   14:56.803   322849     N    0    0    0
   14:57.589   323132     N    0    0    0
   14:58.383   323418     N    0    0    0
   14:59.233   323724     N    0    0    0
   15:00.103   324037     N    0    0    0
   15:00.928   324334     N    0    0    0
   15:01.758   324633     N    0    0    0
   15:02.564   324923     N    0    0    0
   15:03.353   325207     N    0    0    0
   15:04.133   325488     N    0    0    0
   15:04.933   325776     N    0    0    0
   15:05.783   326082     N    0    0    0
   15:06.639   326390     N    0    0    0
   15:07.478   326692     N    0    0    0
   15:08.278   326980     N    0    0    0
   15:09.083   327270     N    0    0    0
   15:09.883   327558     N    0    0    0
   15:10.694   327850     N    0    0    0
   15:11.508   328143     N    0    0    0
   15:12.350   328446     N    0    0    0
   15:13.183   328746     N    0    0    0
   15:14.028   329050     N    0    0    0
   15:14.808   329331     N    0    0    0
   15:15.589   329612     N    0    0    0
   15:16.403   329905     N    0    0    0
   15:17.250   330210     N    0    0    0
   15:18.103   330517     N    0    0    0
   15:18.925   330813     N    0    0    0
   15:19.769   331117     N    0    0    0
   15:20.569   331405     N    0    0    0
   15:21.383   331698     N    0    0    0
   15:22.175   331983     N    0    0    0
   15:22.978   332272     N    0    0    0
   15:23.839   332582     N    0    0    0
   15:24.700   332892     N    0    0    0
   15:25.533   333192     N    0    0    0
   15:26.314   333473     N    0    0    0
   15:27.114   333761     N    0    0    0
   15:27.914   334049     N    0    0    0
   15:28.725   334341     N    0    0    0
   15:29.550   334638     N    0    0    0
   15:30.378   334936     N    0    0    0
   15:31.228   335242     N    0    0    0
   15:32.044   335536     N    0    0    0
   15:32.825   335817     N    0    0    0
   15:33.594   336094     N    0    0    0
   15:34.383   336378     N    0    0    0
   15:35.203   336673     N    0    0    0
   15:36.033   336972     N    0    0    0
   15:36.878   337276     N    0    0    0
   15:37.678   337564     N    0    0    0
   15:38.489   337856     N    0    0    0
   15:39.278   338140     N    0    0    0
   15:40.069   338425     N    0    0    0
   15:40.864   338711     N    0    0    0
   15:41.708   339015     N    0    0    0
   15:42.544   339316     N    0    0    0
   15:43.403   339625     N    0    0    0
   15:44.208   339915     N    0    0    0
   15:44.989   340196     N    0    0    0
   15:45.783   340482     N    0    0    0
   15:46.583   340770     N    0    0    0
   15:47.400   341064     N    0    0    0
   15:48.253   341371     N    0    0    0
   15:49.094   341674     N    0    0    0
   15:49.900   341964     N    0    0    0
   15:50.719   342259     N    0    0    0
   15:51.503   342541     N    0    0    0
   15:52.264   342815     N    0    0    0
   15:53.075   343107     N    0    0    0
   15:53.889   343400     N    0    0    0
   15:54.708   343695     N    0    0    0
   15:55.525   343989     N    0    0    0
   15:56.303   344269     N    0    0    0
   15:57.083   344550     N    0    0    0
   15:57.869   344833     N    0    0    0
   15:58.675   345123     N    0    0    0
   15:59.469   345409     N    0    0    0
   16:00.325   345717     N    0    0    0
   16:01.144   346012     N    0    0    0
   16:01.950   346302     N    0    0    0
   16:02.750   346590     N    0    0    0
   16:03.325   346797     N    0    0    0
   16:04.278   347140     N    0    0    0
   16:05.133   347448     N    0    0    0
   16:05.978   347752     N    0    0    0
   16:06.825   348057     N    0    0    0
   16:07.669   348361     N    0    0    0
   16:08.475   348651     N    0    0    0
   16:09.244   348928     N    0    0    0
   16:10.028   349210     N    0    0    0
   16:10.814   349493     N    0    0    0
   16:11.650   349794     N    0    0    0
   16:12.514   350105     N    0    0    0
   16:13.344   350404     N    0    0    0
   16:14.128   350686     N    0    0    0
   16:14.925   350973     N    0    0    0
   16:15.719   351259     N    0    0    0
   16:16.319   351475     N    0    0    0
   16:17.264   351815     N    0    0    0
   16:18.078   352108     N    0    0    0
   16:18.914   352409     N    0    0    0
   16:19.733   352704     N    0    0    0
   16:20.500   352980     N    0    0    0
   16:21.253   353251     N    0    0    0
   16:22.058   353541     N    0    0    0
   16:22.850   353826     N    0    0    0
   16:23.675   354123     N    0    0    0
   16:24.500   354420     N    0    0    0
   16:25.308   354711     N    0    0    0
   16:26.133   355008     N    0    0    0
   16:26.928   355294     N    0    0    0
   16:27.703   355573     N    0    0    0
   16:28.478   355852     N    0    0    0
   16:29.328   356158     N    0    0    0
   16:30.158   356457     N    0    0    0
   16:30.978   356752     N    0    0    0
   16:31.778   357040     N    0    0    0
   16:32.558   357321     N    0    0    0
   16:33.344   357604     N    0    0    0
   16:34.150   357894     N    0    0    0
   16:34.944   358180     N    0    0    0
   16:35.758   358473     N    0    0    0
   16:36.608   358779     N    0    0    0
   16:37.444   359080     N    0    0    0
   16:38.214   359357     N    0    0    0
   16:38.964   359627     N    0    0    0
   16:39.708   359895     N    0    0    0
   16:40.483   360174     N    0    0    0
   16:41.289   360464     N    0    0    0
   16:42.103   360757     N    0    0    0
   16:42.903   361045     N    0    0    0
   16:43.714   361337     N    0    0    0
   16:44.500   361620     N    0    0    0
   16:45.239   361886     N    0    0    0
   16:45.989   362156     N    0    0    0
   16:46.789   362444     N    0    0    0
   16:47.575   362727     N    0    0    0
   16:48.389   363020     N    0    0    0
   16:49.200   363312     N    0    0    0
   16:50.000   363600     N    0    0    0
   16:50.753   363871     N    0    0    0
   16:51.533   364152     N    0    0    0
   16:52.333   364440     N    0    0    0
   16:53.114   364721     N    0    0    0
   16:53.928   365014     N    0    0    0
   16:54.789   365324     N    0    0    0
   16:55.639   365630     N    0    0    0
   16:56.400   365904     N    0    0    0
   16:57.169   366181     N    0    0    0
   16:57.978   366472     N    0    0    0
   16:58.800   366768     N    0    0    0
   16:59.594   367054     N    0    0    0
   17:00.433   367356     N    0    0    0
   17:01.300   367668     N    0    0    0
   17:02.094   367954     N    0    0    0
   17:02.889   368240     N    0    0    0
   17:03.678   368524     N    0    0    0
   17:04.494   368818     N    0    0    0
   17:05.283   369102     N    0    0    0
   17:06.119   369403     N    0    0    0
   17:06.964   369707     N    0    0    0
   17:07.794   370006     N    0    0    0
   17:08.533   370272     N    0    0    0
   17:09.303   370549     N    0    0    0
   17:10.100   370836     N    0    0    0
   17:10.900   371124     N    0    0    0
   17:11.664   371399     N    0    0    0
   17:12.489   371696     N    0    0    0
   17:13.333   372000     N    0    0    0
   17:14.150   372294     N    0    0    0
   17:14.864   372551     N    0    0    0
   17:15.633   372828     N    0    0    0
   17:16.433   373116     N    0    0    0
   17:17.278   373420     N    0    0    0
   17:18.075   373707     N    0    0    0
   17:18.869   373993     N    0    0    0
   17:19.714   374297     N    0    0    0
   17:20.525   374589     N    0    0    0
   17:21.244   374848     N    0    0    0
   17:21.994   375118     N    0    0    0
   17:22.794   375406     N    0    0    0
   17:23.633   375708     N    0    0    0
   17:24.419   375991     N    0    0    0
   17:25.225   376281     N    0    0    0
   17:26.025   376569     N    0    0    0
   17:26.819   376855     N    0    0    0
   17:27.428   377074     N    0    0    0
   17:28.328   377398     N    0    0    0
   17:29.150   377694     N    0    0    0
   17:29.994   377998     N    0    0    0
   17:30.839   378302     N    0    0    0
   17:31.669   378601     N    0    0    0
   17:32.444   378880     N    0    0    0
   17:33.203   379153     N    0    0    0
   17:33.978   379432     N    0    0    0
   17:34.789   379724     N    0    0    0
   17:35.603   380017     N    0    0    0
   17:36.403   380305     N    0    0    0
   17:37.233   380604     N    0    0    0
   17:38.033   380892     N    0    0    0
   17:38.794   381166     N    0    0    0
   17:39.575   381447     N    0    0    0
   17:40.328   381718     N    0    0    0
   17:41.133   382008     N    0    0    0
   17:41.950   382302     N    0    0    0
   17:42.783   382602     N    0    0    0
   17:43.578   382888     N    0    0    0
   17:44.378   383176     N    0    0    0
   17:45.139   383450     N    0    0    0
   17:45.933   383736     N    0    0    0
   17:46.725   384021     N    0    0    0
   17:47.528   384310     N    0    0    0
   17:48.353   384607     N    0    0    0
   17:49.189   384908     N    0    0    0
   17:50.000   385200     N    0    0    0
   17:50.778   385480     N    0    0    0
   17:51.558   385761     N    0    0    0
   17:52.344   386044     N    0    0    0
   17:53.175   386343     N    0    0    0
   17:54.003   386641     N    0    0    0
   17:54.819   386935     N    0    0    0
   17:55.653   387235     N    0    0    0
   17:56.458   387525     N    0    0    0
   17:57.233   387804     N    0    0    0
   17:57.994   388078     N    0    0    0
   17:58.800   388368     N    0    0    0
   17:59.625   388665     N    0    0    0
   18:00.478   388972     N    0    0    0
   18:01.308   389271     N    0    0    0
   18:02.103   389557     N    0    0    0
   18:02.925   389853     N    0    0    0
   18:03.728   390142     N    0    0    0
   18:04.519   390427     N    0    0    0
   18:05.344   390724     N    0    0    0
   18:06.200   391032     N    0    0    0
   18:07.050   391338     N    0    0    0
   18:07.875   391635     N    0    0    0
   18:08.658   391917     N    0    0    0
   18:09.433   392196     N    0    0    0
   18:10.239   392486     N    0    0    0
   18:11.039   392774     N    0    0    0
   18:11.864   393071     N    0    0    0
   18:12.700   393372     N    0    0    0
   18:13.525   393669     N    0    0    0
   18:14.308   393951     N    0    0    0
   18:15.103   394237     N    0    0    0
   18:15.869   394513     N    0    0    0
   18:16.650   394794     N    0    0    0
   18:17.475   395091     N    0    0    0
   18:18.319   395395     N    0    0    0
   18:19.139   395690     N    0    0    0
   18:19.950   395982     N    0    0    0
   18:20.728   396262     N    0    0    0
   18:21.519   396547     N    0    0    0
   18:22.328   396838     N    0    0    0
   18:23.128   397126     N    0    0    0
   18:23.694   397330     N    0    0    0
   18:24.714   397697     N    0    0    0
   18:25.553   397999     N    0    0    0
   18:26.353   398287     N    0    0    0
   18:27.119   398563     N    0    0    0
   18:27.908   398847     N    0    0    0
   18:28.703   399133     N    0    0    0
   18:29.519   399427     N    0    0    0
   18:30.333   399720     N    0    0    0
   18:31.144   400012     N    0    0    0
   18:31.978   400312     N    0    0    0
   18:32.753   400591     N    0    0    0
   18:33.528   400870     N    0    0    0
   18:34.325   401157     N    0    0    0
   18:35.128   401446     N    0    0    0
   18:35.969   401749     N    0    0    0
   18:36.814   402053     N    0    0    0
   18:37.650   402354     N    0    0    0
   18:38.444   402640     N    0    0    0
   18:39.239   402926     N    0    0    0
   18:40.025   403209     N    0    0    0
   18:40.839   403502     N    0    0    0
   18:41.664   403799     N    0    0    0
   18:42.483   404094     N    0    0    0
   18:43.325   404397     N    0    0    0
   18:44.139   404690     N    0    0    0
   18:44.925   404973     N    0    0    0
   18:45.689   405248     N    0    0    0
   18:46.494   405538     N    0    0    0
   18:47.303   405829     N    0    0    0
   18:48.125   406125     N    0    0    0
   18:48.939   406418     N    0    0    0
   18:49.750   406710     N    0    0    0
   18:50.553   406999     N    0    0    0
   18:51.339   407282     N    0    0    0
   18:52.089   407552     N    0    0    0
   18:52.894   407842     N    0    0    0
   18:53.733   408144     N    0    0    0
   18:54.569   408445     N    0    0    0
   18:55.383   408738     N    0    0    0
   18:56.178   409024     N    0    0    0
   18:56.964   409307     N    0    0    0
   18:57.753   409591     N    0    0    0
   18:58.539   409874     N    0    0    0
   18:59.358   410169     N    0    0    0
   19:00.194   410470     N    0    0    0
   19:01.039   410774     N    0    0    0
   19:01.850   411066     N    0    0    0
   19:02.628   411346     N    0    0    0
   19:03.403   411625     N    0    0    0
   19:04.194   411910     N    0    0    0
   19:05.000   412200     N    0    0    0
   19:05.850   412506     N    0    0    0
   19:06.694   412810     N    0    0    0
   19:07.508   413103     N    0    0    0
   19:08.319   413395     N    0    0    0
   19:09.125   413685     N    0    0    0
   19:09.894   413962     N    0    0    0
   19:10.675   414243     N    0    0    0
   19:11.475   414531     N    0    0    0
   19:12.333   414840     N    0    0    0
   19:13.153   415135     N    0    0    0
   19:13.944   415420     N    0    0    0
   19:14.703   415693     N    0    0    0
   19:15.514   415985     N    0    0    0
   19:16.294   416266     N    0    0    0
   19:17.069   416545     N    0    0    0
   19:17.889   416840     N    0    0    0
   19:18.728   417142     N    0    0    0
   19:19.544   417436     N    0    0    0
   19:20.328   417718     N    0    0    0
   19:21.100   417996     N    0    0    0
   19:21.869   418273     N    0    0    0
   19:22.689   418568     N    0    0    0
   19:23.489   418856     N    0    0    0
   19:24.294   419146     N    0    0    0
   19:25.119   419443     N    0    0    0
   19:25.928   419734     N    0    0    0
   19:26.700   420012     N    0    0    0
   19:27.478   420292     N    0    0    0
   19:28.258   420573     N    0    0    0
   19:29.064   420863     N    0    0    0
   19:29.894   421162     N    0    0    0
   19:30.733   421464     N    0    0    0
   19:31.544   421756     N    0    0    0
   19:32.178   421984     N    0    0    0
   19:33.083   422310     N    0    0    0
   19:33.869   422593     N    0    0    0
   19:34.478   422812     N    0    0    0
   19:35.439   423158     N    0    0    0
   19:36.264   423455     N    0    0    0
   19:37.114   423761     N    0    0    0
   19:37.933   424056     N    0    0    0
   19:38.700   424332     N    0    0    0
   19:39.469   424609     N    0    0    0
   19:40.239   424886     N    0    0    0
   19:41.058   425181     N    0    0    0
   19:41.903   425485     N    0    0    0
   19:42.728   425782     N    0    0    0
   19:43.528   426070     N    0    0    0
   19:44.375   426375     N    0    0    0
   19:45.153   426655     N    0    0    0
   19:45.925   426933     N    0    0    0
   19:46.719   427219     N    0    0    0
   19:47.550   427518     N    0    0    0
   19:48.389   427820     N    0    0    0
   19:49.228   428122     N    0    0    0
   19:50.014   428405     N    0    0    0
   19:50.808   428691     N    0    0    0
   19:51.625   428985     N    0    0    0
   19:52.419   429271     N    0    0    0
   19:53.200   429552     N    0    0    0
   19:54.053   429859     N    0    0    0
   19:54.883   430158     N    0    0    0
   19:55.728   430462     N    0    0    0
   19:56.525   430749     N    0    0    0
   19:57.303   431029     N    0    0    0
   19:58.078   431308     N    0    0    0
   19:58.914   431609     N    0    0    0
   19:59.733   431904     N    0    0    0
   20:00.564   432203     N    0    0    0
   20:01.400   432504     N    0    0    0
   20:02.200   432792     N    0    0    0
   20:02.989   433076     N    0    0    0
   20:03.775   433359     N    0    0    0
   20:04.558   433641     N    0    0    0
   20:05.100   433836     N    0    0    0
   20:06.125   434205     N    0    0    0
   20:06.964   434507     N    0    0    0
   20:07.789   434804     N    0    0    0
   20:08.583   435090     N    0    0    0
   20:09.344   435364     N    0    0    0
   20:10.144   435652     N    0    0    0
   20:10.958   435945     N    0    0    0
   20:11.508   436143     N    0    0    0
   20:12.519   436507     N    0    0    0
   20:13.369   436813     N    0    0    0
   20:14.200   437112     N    0    0    0
   20:14.978   437392     N    0    0    0
   20:15.764   437675     N    0    0    0
   20:16.553   437959     N    0    0    0
   20:17.394   438262     N    0    0    0
   20:18.233   438564     N    0    0    0
   20:19.053   438859     N    0    0    0
   20:19.864   439151     N    0    0    0
   20:20.683   439446     N    0    0    0
   20:21.478   439732     N    0    0    0
   20:22.269   440017     N    0    0    0
   20:23.064   440303     N    0    0    0
   20:23.925   440613     N    0    0    0
   20:24.789   440924     N    0    0    0
   20:25.614   441221     N    0    0    0
   20:26.408   441507     N    0    0    0
   20:27.233   441804     N    0    0    0
   20:28.058   442101     N    0    0    0
   20:28.889   442400     N    0    0    0
   20:29.489   442616     N    0    0    0
   20:30.514   442985     N    0    0    0
   20:31.383   443298     N    0    0    0
   20:32.225   443601     N    0    0    0
   20:33.003   443881     N    0    0    0
   20:33.803   444169     N    0    0    0
   20:34.628   444466     N    0    0    0
   20:35.275   444699     N    0    0    0
   20:36.258   445053     N    0    0    0
   20:37.100   445356     N    0    0    0
